onset,offset,role
0,5,mel
16,21,mel
32,56,rhythm
56,65,rhythm+harm
65,73,mel+rhythm
73,92,mel
144,149,mel
152,184,rhythm
184,193,rhythm+harm
195,208,rhythm
208,217,rhythm+harm
228,233,mel+harm
236,241,rhythm+harm
252,257,mel+harm
260,280,rhythm+harm
280,288,mel
288,296,rhythm+harm
296,304,mel
304,316,rhythm+harm
320,364,rhythm
364,372,rhythm+harm
372,384,mel
384,393,mel+rhythm
400,425,rhythm+harm
430,441,rhythm+harm
441,449,mel
449,453,rhythm
453,461,mel
461,465,rhythm
465,480,rhythm+harm
480,485,mel
496,501,mel
512,536,rhythm
536,545,rhythm+harm
545,553,mel+rhythm
553,572,mel
624,629,mel
632,664,rhythm
664,673,rhythm+harm
675,688,rhythm
688,697,rhythm+harm
708,713,mel+harm
716,721,rhythm+harm
732,737,mel+harm
740,760,rhythm+harm
760,768,mel
768,776,rhythm+harm
776,784,mel
784,796,rhythm+harm
800,844,rhythm
844,852,rhythm+harm
852,864,mel
864,873,mel+rhythm
880,905,rhythm+harm
910,921,rhythm+harm
921,929,mel
929,933,rhythm
933,941,mel
941,945,rhythm
945,960,rhythm+harm
968,996,rhythm+harm
998,1012,rhythm+harm
1012,1072,mel
1072,1080,rhythm+harm
1080,1084,mel
1084,1089,rhythm+harm
1120,1125,mel
1136,1157,mel
1160,1193,rhythm+harm
1193,1201,mel
1232,1237,mel
1248,1253,mel
1264,1288,rhythm
1288,1296,rhythm+harm
1296,1304,mel+rhythm
1304,1324,mel
1376,1381,mel
1384,1416,rhythm
1416,1425,mel+rhythm
1425,1452,rhythm
1460,1465,mel+harm
1468,1474,rhythm+harm
1484,1489,mel+harm
1492,1512,rhythm+harm
1512,1520,mel
1520,1527,rhythm+harm
1527,1536,mel
1536,1548,rhythm+harm
1552,1576,rhythm
1576,1584,rhythm+harm
1584,1596,rhythm
1596,1604,rhythm+harm
1604,1616,mel
1616,1625,rhythm+harm
1632,1657,rhythm+harm
1662,1673,rhythm+harm
1673,1681,mel
1681,1685,rhythm+harm
1685,1693,mel
1693,1701,mel
1701,1729,rhythm+harm
