onset,offset,role
0,5,mel
8,16,harm
16,21,mel
24,32,harm
32,65,mel
65,73,mel+rhythm
73,92,mel
92,144,mel
144,149,mel
151,184,mel
184,193,rhythm+harm
193,217,mel
220,304,rhythm
304,316,rhythm+harm
320,352,rhythm
352,364,mel
364,372,rhythm+harm
372,384,mel
384,393,mel+rhythm
400,441,mel
441,449,rhythm
449,453,mel
453,461,rhythm
461,465,mel
465,480,rhythm+harm
480,485,mel
488,496,harm
496,501,mel
504,512,harm
512,545,mel
545,553,mel+rhythm
553,572,mel
572,624,mel
624,629,mel
631,664,mel
664,673,rhythm+harm
673,697,mel
700,784,rhythm
784,796,rhythm+harm
800,832,rhythm
832,844,mel
844,852,rhythm+harm
852,864,mel
864,873,mel+rhythm
880,921,mel
921,929,rhythm
929,933,mel
933,941,rhythm
941,945,mel
945,960,rhythm+harm
968,1001,mel
1008,1065,mel
1065,1072,rhythm+harm
1072,1080,mel
1080,1084,rhythm+harm
1084,1089,mel
1090,1097,rhythm+harm
1104,1117,harm
1120,1125,mel
1127,1136,mel
1136,1157,mel
1160,1193,mel
1193,1201,mel+rhythm+harm
1202,1209,rhythm
1227,1232,mel
1232,1237,mel
1240,1248,harm
1248,1253,mel
1256,1264,harm
1264,1296,mel
1296,1304,mel+rhythm
1304,1324,mel
1324,1376,mel
1376,1381,mel
1383,1416,mel
1416,1425,mel+rhythm
1425,1452,mel
1452,1536,rhythm
1536,1548,rhythm+harm
1552,1560,mel
1560,1576,mel+rhythm
1576,1584,rhythm+harm
1584,1596,mel
1596,1604,rhythm+harm
1604,1616,mel
1616,1625,rhythm+harm
1632,1673,mel
1673,1681,mel+rhythm
1681,1685,mel
1685,1693,mel+rhythm
1693,1701,mel
1701,1729,rhythm+harm
