onset,offset,role
0,5,mel
16,21,mel
32,65,rhythm+harm
65,73,mel+rhythm
73,80,rhythm+harm
80,92,mel
144,149,rhythm
152,184,harm
184,193,rhythm+harm
193,217,rhythm+harm
320,344,harm
344,352,mel
352,364,harm
364,372,rhythm+harm
372,384,mel
384,393,harm
408,425,harm
430,441,rhythm+harm
441,449,mel
449,453,mel
453,461,mel
461,465,mel
466,480,rhythm+harm
480,485,mel
496,501,mel
512,545,rhythm+harm
545,553,mel+rhythm
553,560,rhythm+harm
560,572,mel
624,629,rhythm
632,664,harm
664,673,rhythm+harm
673,697,rhythm+harm
800,824,harm
824,832,mel
832,844,harm
844,852,rhythm+harm
852,864,mel
864,873,harm
888,905,harm
910,921,rhythm+harm
921,929,mel
929,933,mel
933,941,mel
941,945,mel
946,960,rhythm+harm
960,969,mel
1009,1034,rhythm
1034,1057,harm
1059,1065,mel
1065,1089,rhythm+harm
1098,1105,rhythm
1136,1152,mel
1152,1161,harm
1161,1201,rhythm+harm
1210,1217,rhythm
1232,1237,mel
1248,1253,mel
1264,1296,rhythm+harm
1296,1304,mel+rhythm
1304,1312,rhythm+harm
1312,1324,mel
1356,1369,rhythm
1376,1381,rhythm
1384,1416,harm
1416,1424,mel
1424,1452,rhythm+harm
1532,1537,mel
1537,1548,rhythm+harm
1552,1564,harm
1564,1576,mel
1576,1584,rhythm+harm
1584,1596,mel
1596,1616,mel
1616,1625,rhythm+harm
1640,1657,harm
1662,1673,rhythm+harm
1673,1681,mel
1681,1685,mel
1685,1693,mel
1693,1701,mel
1702,1729,rhythm+harm
