onset,offset,role
0,36,harm
40,60,mel
60,75,mel+rhythm
75,80,mel+rhythm
80,116,harm
120,140,mel
140,155,mel+rhythm
155,160,mel+rhythm
160,240,harm+rhythm
240,260,mel
260,270,mel+rhythm
270,283,mel
270,283,mel
300,320,mel
320,350,harm
360,400,harm
400,440,harm
465,480,mel
505,520,mel
520,560,harm
565,635,mel
635,675,harm
675,695,mel
695,715,mel+rhythm
715,795,harm+rhythm
795,815,mel
815,825,mel+rhythm
825,838,mel
837,855,rhythm
875,905,harm
875,905,harm
915,925,mel
925,935,harm
960,975,harm
985,990,mel
1010,1040,mel
1045,1050,harm
