onset,offset,role
0,12,harm
121,145,mel
145,165,rhythm+harm
165,177,mel
177,189,harm
298,322,mel
322,342,rhythm+harm
342,354,mel
450,471,rhythm
513,526,rhythm+harm
526,531,harm
531,543,rhythm
543,564,rhythm
564,576,rhythm+harm
576,597,rhythm+harm
891,939,rhythm+harm
1032,1080,rhythm+harm
1095,1107,harm
1107,1119,harm
1228,1252,mel
1252,1272,rhythm+harm
1272,1284,mel
1380,1401,rhythm
1443,1456,rhythm+harm
1456,1461,harm
1461,1473,rhythm
1473,1494,rhythm
1494,1506,rhythm+harm
1506,1527,rhythm+harm
1566,1578,mel
1590,1596,mel
1602,1614,mel
1614,1626,harm
1626,1651,harm
1683,1684,rhythm
