onset,offset,role
0,12,rhythm+harm
21,24,mel
21,60,rhythm
91,96,mel
97,121,mel
121,145,rhythm
145,177,mel
177,189,rhythm+harm
198,201,mel
198,237,rhythm
268,273,mel
274,298,mel
298,322,rhythm
322,354,mel
360,366,rhythm
366,378,rhythm
378,450,rhythm+harm
450,471,mel
471,495,rhythm
495,513,harm
513,531,rhythm
531,543,mel
543,564,mel
564,576,rhythm
576,597,rhythm
621,636,mel
636,662,mel+harm
702,797,rhythm
798,846,rhythm
846,867,rhythm
867,870,mel
873,876,mel
879,882,mel
885,888,mel
891,939,mel+rhythm
939,987,rhythm
987,1008,rhythm
1008,1011,mel
1014,1017,mel
1020,1023,mel
1026,1029,mel
1032,1081,mel+rhythm
1094,1107,rhythm+harm
1107,1119,rhythm+harm
1128,1131,mel
1128,1167,rhythm
1198,1203,mel
1204,1228,mel
1228,1252,rhythm
1252,1284,mel
1290,1296,rhythm
1296,1308,rhythm
1308,1380,rhythm+harm
1380,1401,mel
1401,1425,rhythm
1425,1443,harm
1443,1461,rhythm
1461,1473,mel
1473,1494,mel
1494,1506,rhythm
1530,1596,harm
1596,1614,rhythm
1614,1626,harm
1626,1651,mel
1657,1660,mel
1683,1684,rhythm
