onset,offset,role
0,12,rhythm+harm
37,60,mel
124,145,mel
145,177,mel
177,189,rhythm+harm
214,237,mel
301,322,mel
322,354,mel
378,403,mel
427,449,mel
450,471,rhythm
526,543,harm
543,564,rhythm+harm
564,576,rhythm+harm
576,597,rhythm+harm
600,604,harm
647,650,mel
683,686,mel
701,797,mel
822,846,mel
870,873,mel
876,879,mel
882,885,mel
888,891,mel
891,939,mel
963,987,mel
1011,1014,mel
1017,1020,mel
1023,1026,mel
1029,1032,mel
1032,1080,mel
1107,1119,rhythm+harm
1144,1167,mel
1231,1252,mel
1252,1284,mel
1308,1333,mel
1357,1379,mel
1380,1401,rhythm
1456,1473,harm
1473,1494,rhythm+harm
1494,1506,rhythm+harm
1506,1527,rhythm+harm
1555,1565,mel
1579,1589,mel
1602,1626,mel
1626,1639,harm
1683,1684,rhythm
