onset,offset,role
0,12,rhythm+harm
21,24,mel
21,57,rhythm
57,85,mel
60,85,mel
85,96,mel
97,121,mel
121,144,mel
144,165,harm
165,177,rhythm
177,189,rhythm+harm
198,201,mel
198,234,rhythm
234,262,mel
237,262,mel
262,273,mel
274,298,mel
298,321,mel
321,342,harm
342,354,rhythm
354,357,mel
360,366,mel
378,451,rhythm+harm
471,495,mel
495,543,mel
543,576,mel
576,600,mel
603,609,mel
689,797,mel+rhythm
797,822,mel
846,858,mel
858,867,harm
867,870,mel
873,876,mel
879,882,mel
885,888,mel
891,939,mel+rhythm
939,963,mel
987,999,mel
999,1008,harm
1008,1011,mel
1014,1017,mel
1020,1023,mel
1026,1029,mel
1032,1080,mel+rhythm
1080,1107,mel
1107,1119,rhythm+harm
1128,1131,mel
1128,1164,rhythm
1164,1192,mel
1167,1192,mel
1192,1203,mel
1204,1228,mel
1228,1251,mel
1251,1272,harm
1272,1284,rhythm
1284,1287,mel
1290,1296,mel
1308,1381,rhythm+harm
1401,1425,mel
1425,1473,mel
1473,1506,mel
1506,1530,mel
1530,1596,harm
1596,1626,harm
1626,1654,mel
1668,1674,rhythm
1683,1684,rhythm
