onset,offset,role
5,7,harm
18,24,rhythm+harm
30,36,harm
36,43,rhythm+harm
53,61,mel
76,92,harm
104,112,harm
112,116,rhythm+harm
116,124,harm
124,129,rhythm+harm
130,144,mel
144,146,rhythm+harm
148,150,rhythm+harm
228,248,harm
248,256,rhythm
256,264,mel
264,272,rhythm
272,284,mel
312,340,rhythm
340,348,harm
348,352,rhythm
352,356,rhythm+harm
367,375,mel
390,406,harm
418,426,harm
426,430,rhythm+harm
430,438,harm
438,443,rhythm+harm
444,458,mel
458,460,rhythm+harm
462,464,rhythm+harm
542,562,harm
562,570,rhythm
570,578,mel
578,586,rhythm
586,598,mel
626,654,rhythm
654,662,harm
662,666,rhythm
666,668,rhythm+harm
682,692,rhythm
728,730,mel
738,747,harm
754,762,harm
762,770,rhythm+harm
778,786,harm
786,794,rhythm
794,802,harm
802,810,rhythm
810,827,rhythm+harm
865,873,mel
888,904,harm
904,910,rhythm+harm
984,1005,rhythm
1080,1092,rhythm+harm
1092,1096,rhythm
1096,1120,harm
1120,1128,rhythm+harm
1128,1136,harm
1136,1176,rhythm+harm
1176,1180,mel
1180,1184,rhythm
1184,1192,harm
1192,1200,rhythm
1200,1209,rhythm+harm
