onset,offset,role
17,25,mel
30,40,rhythm+harm
40,44,mel
44,60,rhythm
60,70,mel
70,76,rhythm
76,92,mel
92,116,mel+rhythm
116,124,rhythm
124,146,mel
148,150,mel
152,154,mel
154,180,rhythm
180,196,harm
196,220,rhythm
220,222,mel
224,226,mel
228,248,mel
248,256,rhythm
256,264,mel
264,272,rhythm
272,296,mel
296,308,harm
308,312,rhythm
312,340,mel
340,352,rhythn
352,354,rhythm+harm
354,374,rhythm
374,384,mel
384,390,rhythm
390,406,mel
406,430,mel+rhythm
430,438,rhythm
438,460,mel
462,464,mel
466,468,mel
468,494,rhythm
494,510,harm
510,534,rhythm
534,536,mel
538,540,mel
542,562,mel
562,570,rhythm
570,578,mel
578,586,rhythm
586,610,mel
610,622,harm
622,626,rhythm
626,654,mel
654,666,rhythn
666,682,mel
682,690,rhythm
690,698,rhythm+harm
698,706,harm
706,715,mel
717,719,mel
721,723,mel
725,727,mel
729,738,mel+rhythm
738,746,rhythm
746,754,mel+rhythm
754,762,rhythm
762,778,mel
778,786,rhythm
786,794,mel
794,802,rhythm
802,827,mel
837,839,mel
842,858,mel+rhythm
858,872,rhythm
872,882,mel
882,888,rhythm
888,936,mel
936,968,harm
968,976,rhythm
976,978,mel
980,982,mel
984,1004,mel
1004,1012,rhythm
1012,1020,mel
1020,1028,rhythm
1028,1052,mel
1052,1066,harm
1066,1096,mel
1096,1120,rhythm
1120,1128,mel
1128,1136,mel+rhythm
1136,1152,mel
1152,1168,mel+rhythm
1168,1184,mel
1184,1200,rhythm
1200,1209,rhythm+harm
