onset,offset,role
17,25,mel
30,36,rhythm+harm
36,40,mel
40,62,rhythm
69,76,rhythm
76,92,mel
92,100,rhythm
100,116,mel+rhythm
116,124,rhythm
124,128,mel
128,150,rhythm
152,172,mel
172,196,rhythm
196,220,mel
220,228,rhythm
228,248,mel
248,256,rhythm
256,264,mel
264,272,rhythm
272,296,mel
296,312,harm
312,340,mel
340,352,rhythn
352,354,rhythm+harm
354,376,rhythm
383,390,rhythm
390,406,mel
406,414,rhythm
414,430,mel+rhythm
430,438,rhythm
438,442,mel
442,464,rhythm
466,486,mel
486,510,rhythm
510,534,mel
534,542,rhythm
542,562,mel
562,570,rhythm
570,578,mel
578,586,rhythm
586,610,mel
610,626,harm
626,654,mel
654,666,rhythn
666,682,mel
682,690,rhythm
690,698,rhythm+harm
698,706,harm
706,714,mel
714,770,rhythm
770,778,mel
778,786,rhythm
786,794,mel
794,802,rhythm
802,827,mel
842,873,rhythm
881,888,rhythm
888,936,mel
936,968,harm
968,976,mel
976,984,rhythm
984,1004,mel
1004,1012,rhythm
1012,1020,mel
1020,1028,rhythm
1028,1052,mel
1052,1068,harm
1068,1096,mel
1096,1120,rhythm
1120,1128,mel
1128,1136,mel+rhythm
1136,1152,mel
1152,1168,mel+rhythm
1168,1184,mel
1184,1200,rhythm
1200,1209,rhythm+harm
