onset,offset,role
0,29,rhythm
32,74,mel
74,108,mel
108,117,rhythm+harm
118,124,mel
124,138,rhythm+harm
140,208,mel
208,220,mel
220,224,rhythm
224,254,rhythm
254,290,mel
292,340,rhythm
340,456,mel
456,488,rhythm
488,508,rhythm
508,524,rhythm
524,538,mel+rhythm
542,602,mel
602,626,mel
628,657,rhythm
660,702,mel
702,736,mel
736,745,rhythm+harm
746,752,mel
752,766,rhythm+harm
768,836,mel
836,848,mel
848,852,rhythm
852,882,rhythm
882,918,mel
920,968,rhythm
968,1084,mel
1084,1116,rhythm
1116,1136,rhythm
1136,1152,rhythm
1152,1166,mel+rhythm
1170,1230,mel
1230,1254,mel
1256,1282,mel+harm
1288,1314,mel+harm
1320,1384,mel
1390,1404,mel
1414,1424,mel
1430,1444,mel
1454,1464,mel
1464,1477,rhythm
1478,1490,rhythm+harm
1490,1502,mel
1516,1524,harm
1524,1556,rhythm
1556,1590,mel
1596,1640,mel+harm
1640,1674,rhythm
1674,1710,mel
1712,1760,rhythm
1760,1792,mel
1792,1872,mel
1872,1876,mel
1876,1928,rhythm
1928,1952,mel+rhythm
1952,1962,rhythm+harm
1966,2000,mel
2000,2026,rhythm
2026,2050,mel+harm
2050,2078,mel+harm
2082,2110,mel+harm
2112,2180,mel
2186,2200,mel
2210,2220,mel
2226,2240,mel
2250,2260,mel
2260,2273,rhythm
2274,2286,rhythm+harm
2286,2298,mel
2312,2320,harm
2320,2352,rhythm
2352,2386,mel
2392,2436,mel+harm
2436,2470,rhythm
2470,2506,mel
2508,2556,rhythm
2556,2588,mel
2588,2668,mel
2668,2672,mel
2672,2724,rhythm
2724,2748,mel+rhythm
2748,2758,rhythm+harm
2762,2796,mel
2796,2822,rhythm
2822,2846,mel+harm
2846,2858,mel
2860,2908,mel+harm
2922,2936,mel
2940,2956,mel+harm
2956,2972,mel
2976,3028,mel
3028,3053,mel
3054,3078,mel
3078,3088,mel
3088,3114,rhythm+harm
