onset,offset,role
0,32.0,mel
32,36.0,rhythm
36,56.0,mel+rhythm
66,68.0,harm
72,81.0,mel+rhythm
88,97.0,mel+rhythm
104,113.0,mel+rhythm
114,120.0,rhythm
120,128.0,mel
140,160.0,mel
160,169.0,rhythm
174,197.0,mel
197,201.0,rhythm
202,205.0,mel
220,224.5,rhythm
236,273.0,rhythm
306,309.0,rhythm
315,320.0,harm
320,369.0,mel+rhythm
371,380.0,mel+rhythm
380,383.0,harm
383,390.0,mel
399,422.0,mel
430,448.0,mel
474,477.0,rhythm
483,489.0,harm
489,519.0,mel+rhythm
518,528.0,rhythm
528,551.0,mel+rhythm
551,560.5,rhythm
564,568.0,mel
568,576.5,rhythm
580,584.0,mel
584,608.5,rhythm
618,620.0,harm
624,665.0,mel+rhythm
666,676.0,rhythm
676,678.0,mel
692,712.0,mel
712,721.0,rhythm
726,757.0,mel
760,768.0,rhythm
768,776.0,mel
804,817.0,harm
820,881.0,mel+rhythm
881,912.0,mel
912,1015.0,mel+rhythm
1015,1096.0,mel
1127,1244.0,mel+rhythm
1244,1259.0,mel
1268,1292.0,rhythm
1292,1329.5,mel+rhythm
1331,1348.0,rhythm
1348,1388.0,mel
