onset,offset,role
48,56,mel+rhythm
160,176,mel
190,200,harm
244,273,mel+rhythm
600,608,mel+rhythm
712,728,mel
768,776,harm
816,820,harm
820,837,mel+rhythm
848,860,mel+rhythm
860,881,rhythm+harm
912,916,harm
916,920,rhythm+harm
920,1001,harm
1016,1022,harm
1032,1038,harm
1048,1054,harm
1064,1072,harm
1072,1084,mel
1084,1096,harm
1096,1112,mel+rhythm
1112,1120,rhythm
1120,1127,harm
1128,1136,rhythm+harm
1136,1168,harm
1168,1176,rhythm+harm
1176,1260,harm
1276,1292,mel+rhythm
1292,1340,harm
1340,1348,harm
1348,1356,harm
1356,1360,mel
1360,1388,harm
