onset,offset,role
160,176.0,mel
216,218.5,mel+rhythm
232,234.5,mel+rhythm
244,273.0,mel+rhythm
712,728.0,mel
768,776.0,harm
788,805.0,mel+rhythm
816,841.0,mel+rhythm
844,848.0,harm
848,860.0,mel+rhythm
860,881.0,rhythm+harm
912,916.0,harm
916,920.0,rhythm+harm
920,924.0,harm
924,928.0,rhythm+harm
928,1001.0,harm
1016,1022.0,harm
1032,1038.0,harm
1048,1054.0,harm
1064,1072.0,harm
1072,1084.0,mel
1084,1096.0,harm
1096,1112.0,mel+rhythm
1112,1120.0,rhythm
1120,1127.0,harm
1128,1136.0,rhythm+harm
1136,1168.0,harm
1168,1176.0,rhythm+harm
1176,1260.0,harm
1276,1292.0,mel+rhythm
1292,1340.0,harm
1340,1348.0,harm
1348,1356.0,harm
1356,1360.0,mel
1360,1388.0,harm
