onset,offset,role
0,32.0,harm
39,40.5,harm
45,47.0,harm
52,81.0,rhythm
88,97.0,rhythm
104,116.0,rhythm
122,124.0,harm
126,144.0,mel
144,152.0,rhythm
158,160.0,harm
160,176.0,mel
180,185.0,rhythm
186,189.0,mel
192,205.0,rhythm
208,280.0,rhythm
280,288.0,rhythm
310,316.0,rhythm
316,320.0,harm
320,326.0,rhythm
327,344.0,mel+rhythm
344,351.0,rhythm
351,369.0,mel+rhythm
371,380.0,mel+rhythm
380,390.0,harm
390,400.0,rhythm
400,406.0,harm
406,416.0,rhythm
416,422.0,harm
422,432.0,rhythm
432,446.0,harm
446,459.0,rhythm
472,483.0,rhythm
483,489.0,harm
489,494.0,rhythm
494,512.0,mel+rhythm
512,522.0,rhythm
522,525.0,harm
526,537.0,rhythm
538,551.0,harm
551,560.0,rhythm
564,567.0,harm
568,576.0,rhythm
580,583.0,harm
590,593.0,harm
597,600.0,harm
604,668.0,rhythm
674,680.0,harm
680,704.0,rhythm
710,728.0,mel
728,741.0,rhythm
748,768.0,rhythm
768,772.0,mel
772,776.0,harm
788,817.0,harm
808,825.0,mel+rhythm
828,852.0,harm
852,860.0,mel+rhythm
860,881.0,rhythm+harm
881,913.0,mel
913,918.0,harm
918,1015.0,mel+rhythm
1016,1022.0,harm
1022,1032.0,rhythm
1032,1038.0,mel
1038,1048.0,rhythm
1048,1054.0,mel
1054,1064.0,rhythm
1064,1096.0,harm
1096,1127.0,rhythm
1127,1244.0,mel+rhythm
1244,1259.0,mel
1260,1292.0,rhythm
1292,1301.0,mel+rhythm
1301,1313.0,harm
1313,1317.0,mel+rhythm
1317,1322.0,harm
1323,1330.0,mel+rhythm
1331,1348.0,rhythm
1348,1364.0,mel
1364,1376.0,harm
1376,1388.0,mel
