onset,offset,role
8,12.0,mel
24,28.0,mel
104,113.0,rhythm+harm
152,156.0,rhythm
156,160.0,mel
168,176.0,rhythm
176,204.0,mel
216,228.0,mel+rhythm
232,240.0,mel+rhythm
240,273.0,harm
313,321.0,mel+rhythm
343,352.0,mel+rhythm
377,384.0,mel+rhythm
390,416.0,mel
425,432.0,mel
480,489.0,mel+rhythm
511,519.0,mel+rhythm
518,528.0,rhythm
528,535.0,mel+rhythm
535,544.0,rhythm
545,552.0,mel+rhythm
560,564.0,rhythm
576,580.0,rhythm
656,665.0,rhythm+harm
704,708.0,rhythm
708,712.0,mel
720,726.0,rhythm
728,756.0,mel
760,768.0,rhythm
768,776.0,mel
796,804.0,mel+rhythm
812,817.0,mel+rhythm
828,881.0,mel+rhythm
884,912.0,mel
912,1016.0,mel+rhythm
1023,1031.5,mel
1039,1047.5,mel
1055,1063.5,mel
1076,1084.0,harm
1084,1096.0,mel
1127,1244.0,mel+rhythm
1244,1260.0,mel
1284,1292.0,harm
1292,1329.0,mel+rhythm
1329,1335.0,mel
1335,1348.0,rhythm
1348,1376.0,mel
