onset,offset,role
121.0,144.0,harm
152.0,156.0,rhythm
156.0,158.0,harm
168.0,176.0,rhythm
183.0,192.0,mel
192.0,197.0,rhythm
198.0,208.0,mel
208.0,240.0,rhythm
240.0,269.0,mel+rhythm
272.0,273.0,harm
273.0,281.0,rhythm
314.0,320.0,harm
327.0,343.0,rhythm
343.0,352.0,harm
352.0,356.0,rhythm+harm
356.0,369.0,harm
371.0,380.0,mel+rhythm
380.0,384.0,mel+rhythm
390.0,406.0,harm
406.0,415.5,harm
415.5,432.0,rhythm
432.0,446.0,mel
482.0,488.0,harm
495.0,511.0,rhythm
511.0,520.0,harm
520.0,527.0,mel+rhythm
526.0,536.0,harm
536.0,543.0,mel+rhythm
543.0,552.0,harm
560.0,568.0,harm
576.0,584.0,harm
672.0,680.0,mel
680.0,696.0,rhythm
704.0,708.0,rhythm
708.0,712.0,mel
720.0,733.0,rhythm
740.0,743.0,mel
756.0,760.0,mel
760.0,776.0,harm
780.0,813.0,rhythm
816.0,833.0,mel+rhythm
836.0,848.0,rhythm
848.0,862.0,mel+rhythm
862.0,881.0,rhythm+harm
884.0,912.0,mel
912.0,1000.0,harm
1000.0,1016.0,mel+rhythm
1022.0,1064.0,rhythm
1068.0,1076.0,harm
1076.0,1084.0,mel
1084.0,1094.0,harm
1094.0,1127.0,rhythm
1127.0,1168.0,harm
1168.0,1183.0,rhythm
1183.0,1276.0,harm
1276.0,1284.0,mel+rhythm
1284.0,1292.0,harm
1292.0,1301.0,rhythm+harm
1301.0,1316.0,harm
1316.0,1348.0,rhythm
1348.0,1364.0,mel
1364.0,1388.0,rhythm
