onset,offset,role
0,32,harm
39,40,harm
45,46,harm
52,81,rhythm
88,97,rhythm
104,116,rhythm
122,124,harm
126,144,mel
144,152,rhythm
158,160,harm
160,176,mel
180,185,rhythm
186,189,mel
192,205,rhythm
208,280,rhythm
280,288,rhythm
310,316,rhythm
316,320,harm
320,326,rhythm
327,344,mel+rhythm
344,351,rhythm
351,369,mel+rhythm
371,380,mel+rhythm
380,390,harm
390,400,rhythm
400,406,harm
406,416,rhythm
416,422,harm
422,432,rhythm
432,446,harm
446,459,rhythm
472,483,rhythm
483,489,harm
489,494,rhythm
494,512,mel+rhythm
512,522,rhythm
522,525,harm
526,537,rhythm
538,551,harm
551,560,rhythm
564,567,harm
568,576,rhythm
580,583,harm
590,593,harm
597,600,harm
604,668,rhythm
674,680,harm
680,704,rhythm
710,728,mel
728,744,rhythm
748,768,rhythm
768,772,mel
772,776,harm
788,817,harm
808,825,mel+rhythm
828,852,harm
852,860,mel+rhythm
860,881,rhythm+harm
881,913,mel
913,918,harm
918,1015,mel+rhythm
1016,1022,harm
1022,1032,rhythm
1032,1038,mel
1038,1048,rhythm
1048,1054,mel
1054,1064,rhythm
1064,1096,harm
1096,1127,rhythm
1127,1244,mel+rhythm
1244,1259,mel
1260,1292,rhythm
1292,1301,mel+rhythm
1301,1313,harm
1313,1317,mel+rhythm
1317,1322,harm
1323,1330,mel+rhythm
1331,1348,rhythm
1348,1364,mel
1364,1376,harm
1376,1388,mel
