onset,offset,role
14,16.0,harm
30,32.0,harm
80,89.5,mel+rhythm
92,93.0,rhythm+harm
96,105.0,rhythm+harm
123,137.0,mel
184,189.0,mel
214,217.0,mel+rhythm
222,240.0,mel+rhythm
240,273.0,harm
284,301.0,rhythm+harm
300,320.0,harm
320,344.0,rhythm+harm
344,352.0,harm
352,360.0,rhythm
360,369.0,harm
369,384.0,mel+rhythm
452,469.0,rhythm+harm
471,488.0,harm
488,512.0,rhythm+harm
512,552.0,harm
566,568.0,harm
582,584.0,harm
632,641.0,mel+rhythm
648,657.0,mel+rhythm
674,689.0,mel
727,732.0,rhythm
758,761.0,rhythm
768,776.0,harm
796,801.0,mel+rhythm
804,852.0,harm
852,860.0,mel+rhythm
860,881.0,rhythm+harm
912,916.0,harm
916,920.0,rhythm+harm
920,924.0,harm
924,928.0,rhythm+harm
928,956.0,harm
956,960.0,rhythm+harm
960,964.0,harm
964,968.0,rhythm+harm
968,1001.0,harm
1001,1016.0,mel+rhythm
1016,1022.0,harm
1027,1032.0,harm
1032,1038.0,mel
1048,1054.0,mel
1059,1064.0,harm
1064,1072.0,mel
1072,1084.0,harm
1084,1092.0,mel
1092,1127.0,harm
1128,1144.0,rhythm+harm
1144,1168.0,harm
1168,1184.0,rhythm+harm
1184,1212.0,harm
1212,1228.0,rhythm
1228,1256.0,harm
1256,1260.0,rhythm+harm
1268,1276.0,mel
1276,1284.0,harm
1284,1292.0,mel+rhythm
1292,1316.0,harm
1316,1320.0,rhythm+harm
1320,1324.0,harm
1324,1328.0,rhythm+harm
1328,1340.0,harm
1340,1348.0,harm
1348,1388.0,harm
