onset,offset,role
104,105,rhythm
134,158,rhythm
368,464,mel
464,560,mel+rhythm
560,653,rhythm+harm
654,708,rhythm
708,712,mel
712,716,rhythm
716,727,mel+harm
727,736,rhythm
738,760,mel
776,784,mel+harm
784,799,harm
801,804,rhythm+harm
815,817,rhythm+harm
822,823,rhythm+harm
829,839,rhythm
839,903,mel
903,935,mel
935,950,mel
1014,1062,rhythm
1071,1079,rhythm
1095,1159,rhythm
1159,1179,rhythm+harm
1179,1183,rhythm
1183,1187,rhythm+harm
1187,1191,rhythm
1191,1199,rhythm+harm
1280,1284,mel
1328,1332,mel
1376,1380,mel
1424,1428,mel
1451,1475,rhythm
1475,1496,rhythm+harm
1496,1502,rhythm
1529,1553,mel
1553,1580,rhythm
1580,1595,mel
1595,1638,rhythm
1650,1663,rhythm
1662,1685,rhythm
1685,1715,rhythm
1715,1757,rhythm
1757,1782,rhythm
1793,1799,harm
1811,1817,harm
1829,1835,harm
1835,1991,rhythm
2041,2089,rhythm
2137,2183,rhythm
2183,2209,harm
2209,2281,mel+harm
2283,2305,rhythm+harm
2307,2325,harm
2325,2353,rhythm+harm
2401,2452,rhythm+harm
2452,2500,rhythm
2500,2581,rhythm
2581,2632,rhythm
2632,2680,rhythm+harm
2680,2734,rhythm+harm
2737,2746,rhythm+harm
2746,2764,harm
2764,2806,mel+rhythm
2806,2896,mel+rhythm+harm
2896,2932,rhythm+harm
2932,3004,rhythm+harm
3006,3020,rhythm
3020,3100,rhythm
3100,3132,rhythm
3132,3176,mel+rhythm
3176,3193,rhythm
3196,3210,rhythm
3224,3232,rhythm
3232,3258,mel+rhythm
3258,3281,rhythm
3286,3295,rhythm+harm
3296,3324,rhythm+harm
3324,3357,mel+rhythm
3370,3388,mel
3388,3396,rhythm
3396,3412,mel+rhythm
3412,3428,mel+rhythm
3428,3444,rhythm+harm
3444,3456,rhythm
3456,3472,mel
3472,3532,rhythm+harm
3532,3564,mel+rhythm
3564,3619,rhythm
3620,3644,rhythm
3644,3660,mel+rhythm
3660,3712,rhythm+harm
