onset,offset,role
1991,2041,mel
2043,2089,mel+harm
2089,2137,mel
2137,2185,mel+harm
2251,2255,harm
2275,2281,harm
2283,2305,rhythm+harm
2331,2353,harm
2401,2404,rhythm+harm
2449,2500,rhythm+harm
2500,2536,mel+harm
2536,2581,rhythm+harm
2590,2608,rhythm+harm
2611,2632,mel+rhythm
2641,2680,rhythm+harm
2680,2734,mel+rhythm
2743,2806,rhythm+harm
3356,3428,rhythm
3428,3472,rhythm
3472,3536,rhythm+harm
3536,3544,harm
3544,3552,rhythm+harm
3552,3560,harm
3560,3580,rhythm
3580,3616,mel+rhythm
3622,3628,mel
3628,3660,rhythm
3660,3712,rhythm+harm
