onset,offset,midi_number,pitch_name,duration,staff,measure,beat_in_measure, instrument,tie_type,mode,select_time
4.0,4.5,60,C4,0.5,0,2,2.0,horn4,None,note,0
10.0,10.5,53,F3,0.5,0,4,2.0,horn4,None,note,0
18.0,21.0,53,F3,3.0,0,7,1.0,horn4,None,note,0
21.0,24.0,48,C3,3.0,0,8,1.0,horn4,None,note,0
30.5,31.0,48,C3,0.5,0,11,1.5,horn4,None,note,0
31.0,31.5,48,C3,0.5,0,11,2.0,horn4,None,note,0
31.5,32.0,48,C3,0.5,0,11,2.5,horn4,None,note,0
32.0,32.5,48,C3,0.5,0,11,3.0,horn4,None,note,0
32.5,33.0,48,C3,0.5,0,11,3.5,horn4,None,note,0
33.0,33.5,48,C3,0.5,0,12,1.0,horn4,None,note,0
33.5,34.0,48,C3,0.5,0,12,1.5,horn4,None,note,0
34.0,34.5,48,C3,0.5,0,12,2.0,horn4,None,note,0
34.5,35.0,48,C3,0.5,0,12,2.5,horn4,None,note,0
35.0,35.5,48,C3,0.5,0,12,3.0,horn4,None,note,0
35.5,36.0,48,C3,0.5,0,12,3.5,horn4,None,note,0
36.0,36.5,48,C3,0.5,0,13,1.0,horn4,None,note,0
36.5,37.0,48,C3,0.5,0,13,1.5,horn4,None,note,0
37.0,37.5,48,C3,0.5,0,13,2.0,horn4,None,note,0
37.5,38.0,48,C3,0.5,0,13,2.5,horn4,None,note,0
38.0,38.5,48,C3,0.5,0,13,3.0,horn4,None,note,0
38.5,39.0,48,C3,0.5,0,13,3.5,horn4,None,note,0
39.0,39.5,48,C3,0.5,0,14,1.0,horn4,None,note,0
39.5,40.0,53,F3,0.5,0,14,1.5,horn4,None,note,0
40.0,40.5,53,F3,0.5,0,14,2.0,horn4,None,note,0
40.5,41.0,53,F3,0.5,0,14,2.5,horn4,None,note,0
41.0,41.5,53,F3,0.5,0,14,3.0,horn4,None,note,0
41.5,42.0,53,F3,0.5,0,14,3.5,horn4,None,note,0
48.0,52.0,48,C3,4.0,0,17,1.0,horn4,<music21.tie.Tie start>,note,1
54.0,58.0,48,C3,4.0,0,19,1.0,horn4,<music21.tie.Tie start>,note,1
60.0,64.0,48,C3,4.0,0,21,1.0,horn4,<music21.tie.Tie start>,note,1
66.0,68.0,48,C3,2.0,0,23,1.0,horn4,None,note,0
68.0,70.0,48,C3,2.0,0,23,3.0,horn4,<music21.tie.Tie start>,note,1
70.0,72.0,48,C3,2.0,0,24,2.0,horn4,None,note,0
72.0,74.0,48,C3,2.0,0,25,1.0,horn4,None,note,0
74.0,76.0,48,C3,2.0,0,25,3.0,horn4,<music21.tie.Tie start>,note,1
81.0,85.5,67,G4,4.5,0,28,1.0,horn4,<music21.tie.Tie start>,note,1
85.5,86.0,67,G4,0.5,0,29,2.5,horn4,None,note,0
86.0,86.5,67,G4,0.5,0,29,3.0,horn4,None,note,0
86.5,87.0,67,G4,0.5,0,29,3.5,horn4,None,note,0
87.0,90.0,67,G4,3.0,0,30,1.0,horn4,None,note,0
90.0,91.5,60,C4,1.5,0,31,1.0,horn4,None,note,0
91.5,92.0,60,C4,0.5,0,31,2.5,horn4,None,note,0
92.0,92.5,60,C4,0.5,0,31,3.0,horn4,None,note,0
92.5,93.0,60,C4,0.5,0,31,3.5,horn4,None,note,0
114.16666666666667,114.33333333333334,48,C3,0.16666666666666666,0,39,1.1666666666666667,horn4,None,note,0
114.33333333333333,114.5,48,C3,0.16666666666666666,0,39,1.3333333333333333,horn4,None,note,0
114.5,114.66666666666667,48,C3,0.16666666666666666,0,39,1.5,horn4,None,note,0
114.66666666666667,114.83333333333334,48,C3,0.16666666666666666,0,39,1.6666666666666667,horn4,None,note,0
114.83333333333333,115.0,48,C3,0.16666666666666666,0,39,1.8333333333333333,horn4,None,note,0
115.0,116.0,48,C3,1.0,0,39,2.0,horn4,None,note,0
116.0,117.0,48,C3,1.0,0,39,3.0,horn4,None,note,0
117.0,117.5,48,C3,0.5,0,40,1.0,horn4,None,note,0
120.16666666666667,120.33333333333334,48,C3,0.16666666666666666,0,41,1.1666666666666667,horn4,None,note,0
120.33333333333333,120.5,48,C3,0.16666666666666666,0,41,1.3333333333333333,horn4,None,note,0
