onset,offset,role
0,12,mel
23,29,mel
43,48,harm
55,60,harm
71,76,mel
76,113,harm
113,117,mel
117,150,harm
150,151,harm
165,171,harm
185,189,harm
197,202,harm
213,222,mel
222,238,harm
238,292,mel
292,307,harm
306,311,mel
310,321,harm
328,449,harm
449,476,mel
476,488,harm
487,498,mel
503,548,harm
547,560,mel
563,574,harm
575,584,mel+harm
584,597,mel
602,608,mel
608,619,harm
618,626,mel
626,632,mel+harm
632,636,mel
638,642,mel
644,647,mel
647,668,harm
671,672,harm
673,695,mel
695,703,harm
702,710,mel
