onset,offset,role
0,32,mel
32,74,mel
74,96,mel
96,106,rhythm
106,138,mel
152,208,mel
208,254,mel
254,290,mel
294,308,mel
318,332,mel
340,374,mel
374,488,mel
488,508,rhythm
508,524,mel+rhythm
524,538,mel+rhythm
542,602,mel
602,626,mel
628,660,mel
660,702,mel
702,724,mel
724,734,rhythm
734,766,mel
780,836,mel
836,882,mel
882,918,mel
922,936,mel
946,960,mel
968,1002,mel
1002,1116,mel
1116,1136,rhythm
1136,1152,mel+rhythm
1152,1166,mel+rhythm
1170,1230,mel
1230,1254,mel
1256,1282,mel+harm
1288,1314,mel+harm
1316,1384,mel
1390,1402,mel
1412,1424,mel
1430,1442,mel
1454,1477,mel
1478,1490,rhythm+harm
1490,1502,mel
1514,1524,mel
1524,1640,mel
1640,1674,mel
1674,1710,mel
1714,1728,mel
1738,1752,mel
1760,1792,mel
1792,1872,mel
1872,1908,mel
1908,1936,rhythm
1936,1952,mel+rhythm
1952,1962,rhythm+harm
1966,2000,mel
2000,2026,rhythm
2026,2050,mel
2050,2078,mel+harm
2084,2110,mel+harm
2112,2180,mel
2186,2198,mel
2208,2220,mel
2226,2238,mel
2250,2273,mel
2274,2286,rhythm+harm
2286,2298,mel
2310,2320,mel
2320,2436,mel
2436,2470,mel
2470,2506,mel
2510,2524,mel
2534,2548,mel
2556,2588,mel
2588,2668,mel
2668,2704,mel
2704,2732,rhythm
2732,2748,mel+rhythm
2748,2758,rhythm+harm
2762,2796,mel
2796,2822,rhythm
2822,2846,mel
2846,2858,mel
2860,2908,mel+harm
2938,2952,mel
2956,2972,mel+harm
2972,3016,mel
3016,3028,mel+harm
3028,3053,mel
3054,3078,mel
3078,3086,rhythm
3086,3098,mel
3100,3114,rhythm+harm
